,Price,Close,High,Low,Open,Volume,Daily_Return
0,Ticker,,,,,,
252,2020-12-31,669.1468505859375,672.7341219785199,663.9056740816035,668.5411807750526,22145750.0,0.0026525708371949452
253,2021-01-01,663.90576171875,672.2683283636043,661.8325508389017,670.8706811112891,8810938.0,-0.007832494261309275
254,2021-01-04,659.689453125,669.9388655323093,651.7694526284428,669.9388655323093,15740192.0,-0.006350763672896331
255,2021-01-05,664.6743774414062,666.5612238531063,656.4282819563354,661.1802595459679,14386824.0,0.007556471143796983
256,2021-01-06,661.8092041015625,670.8705931849613,658.3383464243002,668.5411814030691,22134050.0,-0.004310642078415805
257,2021-01-07,659.805908203125,667.4230735980611,658.0821661778708,667.3764967350231,19894842.0,-0.003026999150241627
258,2021-01-08,666.9805908203125,671.8024625861511,662.9972733043859,667.143638296372,13768764.0,0.010873929026683937
259,2021-01-11,676.2050170898438,682.4711697734068,669.146943909302,675.5295103276811,17331392.0,0.013830126987932623
260,2021-01-12,689.9718017578125,693.0931909419772,675.1101425268274,676.6708371189097,20388156.0,0.020358891637947796
261,2021-01-13,685.14990234375,697.3793142622579,681.1665854278453,695.5157848270568,16934650.0,-0.006988545621397835
262,2021-01-14,684.2647094726562,693.2329448138298,678.3247094414894,685.3828384996627,12297166.0,-0.0012919696376890721
263,2021-01-15,683.2864379882812,685.615850004148,673.2000725854961,684.4278271278918,14165236.0,-0.001429668183719368
264,2021-01-18,690.9501342773438,700.1513111208578,683.4494394650668,684.8005097174363,42825632.0,0.011215935020788326
265,2021-01-19,700.6171264648438,704.251031365575,683.4493740796632,695.0032785436898,17360254.0,0.013990868092978337
266,2021-01-20,695.0964965820312,699.2894379153008,692.3012023598515,699.2894379153008,13346052.0,-0.007879667330812135
267,2021-01-21,687.0833740234375,696.1913406588754,683.9852447445681,695.0965284124685,26333054.0,-0.011528072142495849
268,2021-01-22,672.5245361328125,683.8687607747444,670.9405246579323,683.8687607747444,15392364.0,-0.021189332242710246
269,2021-01-25,681.5159912109375,689.9717673229738,677.9287198278455,682.5642265090312,20344718.0,0.013369705631601336
270,2021-01-27,656.7078247070312,685.7323211979973,655.1005531628573,683.9153684499677,23556276.0,-0.0364014444618187
271,2021-01-28,638.934326171875,652.8409598159711,625.2141137122674,647.5298896517861,42704446.0,-0.027064545093680503
272,2021-01-29,647.8094482421875,656.3118016621228,635.6965063836496,648.2054368904044,28704502.0,0.013890507532264174
273,2021-02-01,687.9917602539062,690.6705837659835,652.7011722469766,657.0105839837964,26370544.0,0.062027980790882786
274,2021-02-02,727.0327758789062,735.3953419095049,697.6122920046123,699.2894572101152,42420206.0,0.05674634186111738
275,2021-02-03,733.671630859375,736.886173943163,718.3906652955849,735.6283142034556,20237254.0,0.009131438362518285
276,2021-02-04,735.6748046875,739.8211689606676,719.0660875996612,729.5717573000035,24484684.0,0.0027303411279220313
277,2021-02-05,744.293701171875,753.9141839806551,721.1859458069237,721.1859458069237,27054716.0,0.011715633632493505
278,2021-02-08,747.857666015625,760.1569718191174,743.4084666840961,754.7294308956938,17447580.0,0.004788385066457845
279,2021-02-09,750.9324951171875,758.4565068510009,739.2155420064337,750.07062409712,18421366.0,0.004111516457328435
280,2021-02-10,736.909423828125,752.3301185888382,730.0376590097499,749.3018832451476,19788006.0,-0.01867421023892979
281,2021-02-11,732.5301513671875,744.3868921016784,728.7331985828974,737.0259277239086,13648618.0,-0.005942755404304445
282,2021-02-12,737.0026245117188,741.9177064770458,732.8329998671228,733.2523053924318,9910106.0,0.006105514068170281
283,2021-02-15,753.1454467773438,757.0588701571608,743.8743760087222,745.4583874803633,10355244.0,0.02190334434198249
284,2021-02-16,757.82763671875,764.5130379556755,749.348542699615,755.2885434515557,13897358.0,0.0062168469071159915
285,2021-02-17,739.122314453125,755.5679834037409,737.49172630274,754.7293724639537,12794426.0,-0.02468281883544854
286,2021-02-18,724.1210327148438,748.1838130338533,721.185950864325,748.1838130338533,14720560.0,-0.020296074742893744
287,2021-02-19,717.03955078125,728.7331869999819,714.1976796726159,719.7882681632038,17139508.0,-0.009779417547152502
288,2021-02-22,721.1858520507812,733.2522158590447,717.20253535234,719.811521915512,29451838.0,0.005782527986097241
289,2021-02-23,712.404052734375,725.7049605608184,709.375817264446,723.8647479080247,18239906.0,-0.012176887956736993
290,2021-02-24,748.4166870117188,751.9108046768805,706.3941213068686,711.1694154492563,14314332.0,0.05055085542975046
291,2021-02-25,748.3934326171875,762.3000096545275,746.3435388642035,749.9541271452258,20109570.0,-3.107145382352794e-05
292,2021-02-26,714.8499145507812,740.2405035257096,708.6070794654332,739.3786325217429,27912846.0,-0.044820700723016915
293,2021-03-01,726.2640380859375,732.6233438115595,717.7849448283059,728.640026799245,13536018.0,0.015967160802318858
294,2021-03-02,730.5966796875,739.5882318050076,722.5835260028767,734.0907973180748,16110038.0,0.005965656254963703
295,2021-03-03,739.2854614257812,743.5482966812122,729.1059425476798,737.9577079843609,11222410.0,0.011892719991552392
296,2021-03-04,723.07275390625,731.9012020549309,717.0395431025222,721.4421656139571,16291438.0,-0.021930239894429326
297,2021-03-05,712.8001098632812,720.0678643152556,708.6537449089482,713.2659922880285,17445822.0,-0.014206930059904699
298,2021-03-08,707.9083251953125,724.4471508250812,704.6471483105694,718.3906794677011,15117050.0,-0.006862772045457488
299,2021-03-09,727.9412231445312,729.432024021368,716.6435753613281,719.7882814453125,15066696.0,0.02829871783707527
300,2021-03-10,724.7964477539062,733.7646827654844,723.119282710237,732.3670357506929,11055016.0,-0.004320095209116359
301,2021-03-12,723.0261840820312,745.4118566502228,715.1528168424925,745.4118566502228,15631204.0,-0.0024424287361795027
302,2021-03-15,712.1710815429688,721.3722581601378,705.9515634062038,721.3722581601378,12230386.0,-0.015013429358501584
303,2021-03-16,704.484130859375,717.6453095621886,703.4824722565825,713.2194264585876,13722366.0,-0.010793685510143702
304,2021-03-17,696.6571655273438,716.9929416198833,694.257860034132,710.1211769097512,21064428.0,-0.011110208149732737
305,2021-03-18,694.630615234375,709.0962856036157,690.0416852536216,704.2976744336461,18065540.0,-0.00290896353794734
306,2021-03-19,697.658935546875,704.0415020588046,686.73401536444,691.8354052000731,21235020.0,0.0043596124991960306
307,2021-03-22,684.4510498046875,696.4475200354932,680.3745793379089,696.4475200354932,14015632.0,-0.01893172303718038
308,2021-03-23,698.8934326171875,702.2943397175386,684.4277626140187,684.8470681114331,19761428.0,0.021100680343205225
309,2021-03-24,688.9468994140625,701.8285019700834,685.3129940326869,694.5840649453481,16368900.0,-0.014231830975829363
310,2021-03-25,681.7490234375,696.7504713848288,675.6459751498256,694.2579549579342,23964356.0,-0.010447649859059105
311,2021-03-26,694.7704467773438,698.357718513874,686.7106584986326,696.0283065108258,12021258.0,0.019100024924403103
312,2021-03-30,723.8413696289062,727.9644738383245,699.5456510700931,701.9216396323728,25607644.0,0.04184248622895015
313,2021-03-31,695.865234375,721.1859305763878,693.2329875307913,721.1859305763878,30774506.0,-0.03864953901190926
314,2021-04-01,692.650634765625,698.5440583003154,682.5176929084517,698.5440583003154,35763762.0,-0.004619572081744017
315,2021-04-05,675.3430786132812,691.8353260425176,666.6776778227897,689.5059141703206,16006586.0,-0.024987425526867835
316,2021-04-06,670.9871215820312,681.4228986380695,667.4464267425923,680.1882989132204,15075734.0,-0.006449991373561281
317,2021-04-07,674.2249145507812,678.6507968782688,662.2750777628881,670.544489480036,25088180.0,0.004825417455279979
318,2021-04-08,667.516357421875,680.607642114467,666.4448051024162,676.9271596042018,17613592.0,-0.009950028520343213
319,2021-04-09,662.3683471679688,667.5163707856304,659.2702176235557,664.3483475023903,28157816.0,-0.007712185921239789
320,2021-04-12,636.8845825195312,651.7695030321798,630.3389117959538,648.9742085231069,22549128.0,-0.038473705389752144
321,2021-04-13,652.3983764648438,655.2402475957199,634.065916270059,637.3270929150924,18600682.0,0.02435887815644633
322,2021-04-15,666.2584228515625,669.3332353820249,648.0424320032669,654.5647857401797,34444984.0,0.021244759163599136
323,2021-04-16,665.5829467773438,673.2001131541749,663.1836408823308,668.5179719719613,15606526.0,-0.001013834949099346
324,2021-04-19,658.01220703125,660.4813492308609,639.3303371777371,647.5764315799108,24069242.0,-0.011374599939421803
325,2021-04-20,648.2286376953125,664.5345180469318,644.7577804696579,663.8822714587876,23186270.0,-0.014868370573363654
326,2021-04-22,662.7177124023438,664.7210294656783,638.748085728293,642.9177104500769,38485312.0,0.02235179667245979
327,2021-04-23,658.8275756835938,668.3548475577336,652.3284823935682,656.4282700647758,22713528.0,-0.005869975475151112
328,2021-04-26,654.4716186523438,665.7459499907978,653.5165369836191,658.2918315864222,30170952.0,-0.006611679887154498
329,2021-04-27,670.2650146484375,671.8024493820121,654.4716461128326,655.6130352932292,20592906.0,0.024131521590828875
330,2021-04-28,688.0151977539062,689.0401163552888,666.6777596378757,669.1236424038428,24103940.0,0.026482335669539614
