Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2022-11-09,713.9608154296875,718.504857932011,711.9018024905791,717.1322211596956,9269790
2022-11-10,721.7236328125,722.7886455515248,707.6654877696277,708.6357980412447,12774182
2022-11-11,762.6201782226562,774.8559804072283,727.9954171449708,731.3087903049284,56722338
2022-11-14,764.4661254882812,770.5958420285266,756.3956729493768,763.0224185196467,19195390
2022-11-15,766.3358154296875,768.3001837702703,759.8274043968535,768.3001837702703,11030202
2022-11-16,772.915283203125,777.2226566503574,763.022486309608,766.170202291269,13578150
2022-11-17,765.9335327148438,772.2762870225876,763.9218419167568,765.9098426520217,12100930
2022-11-18,763.921875,768.2292486333745,759.8274808186842,767.2825705697473,10459232
2022-11-21,756.0880737304688,763.0225019450933,752.7036881737774,760.9634887596205,8344816
2022-11-22,754.9756469726562,759.4013547263689,753.0822911181793,757.3423417907524,8546314
2022-11-23,756.9400634765625,759.7090850341104,754.5023561024125,759.7090850341104,10185738
2022-11-24,769.2468872070312,772.4892478000642,756.9400732102165,760.1587437409996,17197960
2022-11-25,765.6968994140625,772.3472781691015,764.0165227321851,771.40060010171,8410496
2022-11-28,757.4607543945312,760.8687721706614,754.526075630677,758.7151143331906,16105980
2022-11-29,756.32470703125,763.188122507995,753.958012039269,756.0407151883402,12638236
2022-11-30,761.3421020507812,763.448495298528,755.9697158820187,755.9697158820187,15184806
2022-12-01,766.572509765625,774.8559422576894,764.4424842676656,767.7558572644913,20446366
2022-12-02,760.7030639648438,766.1464622403034,759.7800760651729,762.075758564348,7811078
2022-12-05,763.4721069335938,764.2531278294877,755.5436787874839,762.052089952201,11592622
2022-12-06,762.6201782226562,763.8271580625411,757.3424365617382,757.8157755845892,12353092
2022-12-07,762.2886962890625,766.146420325006,759.4486625615901,764.0400850893843,11674720
2022-12-08,766.572509765625,769.6492132626774,759.7090942722001,762.0757892699328,14803634
2022-12-09,772.0396118164062,773.8382653777363,766.8091926677436,769.649226714661,11963384
2022-12-12,778.0509033203125,782.7132804472002,767.4717892860459,769.1757979592443,14434808
2022-12-13,780.2046508789062,784.322676824208,778.6426091586131,781.0093040192777,17031702
2022-12-14,786.8077392578125,788.3460909814328,781.0093366072435,782.4293535828931,14227640
2022-12-15,772.3946533203125,790.1921893164714,770.1462929247442,784.3464638441227,18182648
2022-12-16,776.1102905273438,778.6899649239426,761.6024388526127,766.8328578314446,14647958
2022-12-19,778.5243530273438,779.4237087213362,769.7438910954138,778.1693487623974,9604542
2022-12-20,773.1519775390625,774.5719946187421,766.903867720086,766.903867720086,7174698
2022-12-21,765.673095703125,778.5479501770524,760.442734825503,776.7492390037293,9269198
2022-12-22,763.0462036132812,770.3592684875882,761.6024964648415,767.8505485255711,9747096
2022-12-23,756.2301025390625,759.3068061921712,750.4553317833038,751.1890303820713,10693152
2022-12-26,771.2822265625,775.8026372192614,752.6090257343659,757.1057463283763,9907322
